# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-a" "gff/merged_TX_combined.saf" "-F" "SAF" "-o" "readCounts/TxF6f6_dna_counts.out" "-Q" "30" "DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam" 
Geneid	Chr	Start	End	Strand	Length	DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam
NChap2_final_00010768	A2	252341753	252342499	-	747	286
NChap2_final_00010767	A2	252407988	252426104	+	18117	5121
NChap2_final_00010766	A2	252473145	252503140	-	29996	3517
NChap2_final_00022062	A2	252476615	252481271	+	4657	0
NChap2_final_00010763	A2	252565852	252572630	+	6779	1887
NChap2_final_00010762	A2	252612859	252624124	+	11266	3133
NChap2_final_00010761	A2	252645718	252647896	+	2179	566
NChap2_final_00005616	A2	252761793	252764227	-	2435	393
NChap2_final_00010760	A2	252844839	252847357	-	2519	649
NChap2_final_00010759	A2	252859453	252864283	-	4831	1343
NChap2_final_00010758	A2	252866342	252866527	+	186	97
NChap2_final_00010757	A2	252866798	252869898	+	3101	912
NChap2_final_00010756	A2	252870295	252872801	-	2507	732
NChap2_final_00002123	A2	252938906	252939555	-	650	140
NChap2_final_00010755	A2	252968892	252970226	-	1335	563
NChap2_final_00010754	A2	253010474	253013311	+	2838	872
NChap2_final_00010753	A2	253020239	253029656	-	9418	2706
NChap2_final_00010752	A2	253198336	253200659	+	2324	682
NChap2_final_00010751	A2	253201348	253205241	-	3894	1111
NChap2_final_00010750	A2	253226749	253227836	-	1088	331
NChap2_final_00010749	A2	253285668	253290639	+	4972	1497
NChap2_final_00010748	A2	253291309	253295898	-	4590	1340
NChap2_final_00010747	A2	253330245	253332940	+	2696	798
NChap2_final_00010746	A2	253340095	253344110	-	4016	1221
NChap2_final_00020381	A2	253428894	253432257	+	3364	806
NChap2_final_00010744	A2	253443774	253454702	+	10929	1788
NChap2_final_00010743	A2	253487920	253493460	-	5541	378
NChap2_final_00005016	A2	253544812	253547759	-	2948	45
NChap2_final_00005017	A2	253545177	253547467	+	2291	0
NChap2_final_00010742	A2	253580342	253581352	+	1011	321
NChap2_final_00010741	A2	253582998	253587915	-	4918	1400
NChap2_final_00010740	A2	253649963	253651274	+	1312	345
NChap2_final_00010366	A2	253675625	253676085	+	461	8
NChap2_final_00016443	A2	253702213	253706482	+	4270	0
NChap2_final_00010738	A2	253871828	253876314	-	4487	971
NChap2_final_00010739	A2	253873574	253874391	+	818	0
NChap2_final_00010737	A2	253930841	253934896	+	4056	1123
NChap2_final_00010736	A2	253986556	253988269	+	1714	472
NChap2_final_00010735	A2	254121563	254122553	-	991	327
NChap2_final_00010734	A2	254123737	254126179	+	2443	823
NChap2_final_00021143	A2	254270733	254273207	-	2475	0
NChap2_final_00010733	A2	254394783	254395206	+	424	161
NChap2_final_00025436	A2	254442039	254445327	+	3289	906
NChap2_final_00005785	A2	254470638	254471062	-	425	191
NChap2_final_00010730	A2	254490941	254492247	+	1307	394
NChap2_final_00010729	A2	254547084	254558021	-	10938	3252
NChap2_final_00010728	A2	254607967	254611314	+	3348	952
NChap2_final_00010727	A2	254624475	254626906	+	2432	730
NChap2_final_00010726	A2	254631464	254636386	+	4923	1444
NChap2_final_00010725	A2	254716273	254716374	+	102	20
NChap2_final_00010724	A2	254716427	254717933	-	1507	259
NChap2_final_00010721	A2	254842965	254846432	-	3468	1060
NChap2_final_00010720	A2	254859073	254861334	-	2262	687
NChap2_final_00010719	A2	254864255	254869005	-	4751	1383
NChap2_final_00010718	A2	254871077	254875621	-	4545	1213
NChap2_final_00010717	A2	254928646	254929140	-	495	146
NChap2_final_00010716	A2	255013374	255029212	+	15839	4416
NChap2_final_00010715	A2	255029537	255031360	-	1824	562
NChap2_final_00010714	A2	255079299	255081122	-	1824	571
NChap2_final_00010713	A2	255105921	255107661	-	1741	396
NChap2_final_00010712	A2	255115871	255116793	+	923	178
NChap2_final_00010711	A2	255150134	255159489	+	9356	2609
NChap2_final_00010710	A2	255166146	255173863	+	7718	2040
NChap2_final_00010709	A2	255174756	255177977	-	3222	977
NChap2_final_00010708	A2	255191255	255193535	+	2281	717
NChap2_final_00010707	A2	255194771	255195447	-	677	293
NChap2_final_00010706	A2	255203205	255204256	-	1052	291
NChap2_final_00013785	A2	255253433	255259411	-	5979	640
NChap2_final_00006569	A2	255253632	255255841	+	2210	0
NChap2_final_00010705	A2	255294610	255297575	-	2966	901
NChap2_final_00010704	A2	255323901	255327684	+	3784	987
NChap2_final_00010703	A2	255328620	255330619	-	2000	681
NChap2_final_00010702	A2	255362450	255366072	-	3623	952
NChap2_final_00010701	A2	255407343	255410983	+	3641	1149
NChap2_final_00010700	A2	255411568	255413095	-	1528	594
NChap2_final_00010699	A2	255459935	255460600	-	666	211
NChap2_final_00010698	A2	255461315	255463155	-	1841	696
NChap2_final_00010697	A2	255510853	255512522	-	1670	487
NChap2_final_00010696	A2	255528929	255531709	-	2781	763
NChap2_final_00010695	A2	255558976	255562587	+	3612	1042
NChap2_final_00010694	A2	255563681	255565230	-	1550	435
NChap2_final_00010693	A2	255566064	255566951	+	888	294
NChap2_final_00002229	A2	255570699	255571256	-	558	218
NChap2_final_00010692	A2	255583300	255587958	-	4659	1371
NChap2_final_00010690	A2	255607443	255610662	-	3220	56
NChap2_final_00010691	A2	255672309	255675528	+	3220	153
NChap2_final_00010689	A2	255732457	255735962	-	3506	676
NChap2_final_00010688	A2	255810485	255814429	-	3945	1141
NChap2_final_00010687	A2	256071731	256075207	-	3477	1037
NChap2_final_00010686	A2	256140565	256142097	+	1533	433
NChap2_final_00010684	A2	256427567	256428942	-	1376	435
NChap2_final_00010683	A2	256518824	256520481	+	1658	407
NChap2_final_00010682	A2	256582485	256584659	-	2175	609
NChap2_final_00010681	A2	256927910	256929592	+	1683	463
NChap2_final_00018247	A2	257134885	257135267	-	383	198
NChap2_final_00010680	A2	257135892	257139535	+	3644	1324
NChap2_final_00010679	A2	257191166	257192418	+	1253	354
NChap2_final_00010678	A2	257248950	257253014	+	4065	1283
NChap2_final_00010677	A2	257529962	257531527	+	1566	462
NChap2_final_00010673	A2	257764229	257765579	+	1351	426
NChap2_final_00010672	A2	257766478	257767599	-	1122	346
NChap2_final_00010669	A2	258348608	258350852	+	2245	657
NChap2_final_00010668	A2	258351808	258353577	-	1770	501
NChap2_final_00010667	A2	258377528	258378304	-	777	227
NChap2_final_00010666	A2	258423275	258423615	-	341	180
NChap2_final_00010664	A2	258437909	258438643	+	735	277
NChap2_final_00010663	A2	258871542	258872571	-	1030	319
NChap2_final_00014394	A2	258879393	258879913	+	521	62
NChap2_final_00010661	A2	258972756	258974468	+	1713	527
NChap2_final_00010659	A2	259242757	259248465	+	5709	1621
NChap2_final_00010658	A2	259290419	259291411	+	993	302
NChap2_final_00022261	A2	259618639	259619193	-	555	210
NChap2_final_00010657	A2	259781999	259784188	+	2190	634
NChap2_final_00010656	A2	259785651	259789490	+	3840	1035
NChap2_final_00010655	A2	259789609	259791940	-	2332	671
NChap2_final_00010654	A2	259861330	259862920	+	1591	424
NChap2_final_00010653	A2	259864265	259867025	-	2761	893
NChap2_final_00010652	A2	259908781	259910616	+	1836	504
NChap2_final_00010651	A2	259929308	259930826	+	1519	447
NChap2_final_00010650	A2	259947769	259949568	-	1800	337
NChap2_final_00010649	A2	260026472	260031239	-	4768	1346
NChap2_final_00010648	A2	260125124	260128724	-	3601	1047
NChap2_final_00012968	A2	260168809	260171882	+	3074	94
NChap2_final_00019027	A2	260303907	260309165	+	5259	157
NChap2_final_00010646	A2	260435617	260441056	+	5440	1647
NChap2_final_00013122	A2	260456683	260459540	-	2858	211
NChap2_final_00001810	A2	260492735	260494728	-	1994	645
NChap2_final_00010644	A2	260542399	260544553	+	2155	685
NChap2_final_00010643	A2	260610423	260611574	-	1152	79
NChap2_final_00010642	A2	260612091	260612321	-	231	98
NChap2_final_00010641	A2	260614349	260615602	+	1254	416
NChap2_final_00010640	A2	260754665	260755190	-	526	445
NChap2_final_00010638	A2	260896330	260896949	+	620	233
NChap2_final_00010637	A2	260931090	260934460	+	3371	963
NChap2_final_00010636	A2	260981654	260982359	-	706	203
NChap2_final_00010635	A2	260999631	261002189	+	2559	737
NChap2_final_00010634	A2	261004525	261007309	-	2785	774
NChap2_final_00010633	A2	261009438	261010661	+	1224	297
NChap2_final_00010632	A2	261010643	261012195	-	1553	462
NChap2_final_00010631	A2	261032811	261046641	+	13831	3930
NChap2_final_00010630	A2	261067528	261068601	-	1074	383
NChap2_final_00010629	A2	261153296	261154334	+	1039	367
NChap2_final_00010628	A2	261173438	261174106	+	669	230
NChap2_final_00010627	A2	261252527	261254797	+	2271	699
NChap2_final_00022270	A2	261297677	261299117	-	1441	324
NChap2_final_00010626	A2	261399399	261408589	+	9191	2773
NChap2_final_00010625	A2	261411584	261415647	-	4064	1188
NChap2_final_00013314	A2	261438570	261443835	-	5266	2
NChap2_final_00010624	A2	261457332	261458484	+	1153	417
NChap2_final_00010623	A2	261468078	261472307	+	4230	1204
NChap2_final_00010622	A2	261475548	261477785	-	2238	684
NChap2_final_00010621	A2	261499536	261500872	+	1337	403
NChap2_final_00007485	A2	261645498	261646770	+	1273	52
NChap2_final_00007486	A2	261648735	261650687	-	1953	338
NChap2_final_00010620	A2	261656933	261657606	-	674	225
NChap2_final_00010619	A2	261692898	261694898	+	2001	561
NChap2_final_00010618	A2	261699397	261700642	-	1246	386
NChap2_final_00010617	A2	261820032	261820646	-	615	214
NChap2_final_00010616	A2	261839996	261843201	-	3206	889
NChap2_final_00010615	A2	261895167	261896704	-	1538	857
NChap2_final_00010614	A2	261920201	261921555	-	1355	360
NChap2_final_00010613	A2	262013631	262019464	+	5834	1586
NChap2_final_00016801	A2	262019938	262022050	+	2113	659
NChap2_final_00010612	A2	262065284	262070060	+	4777	1406
NChap2_final_00010611	A2	262292211	262294511	+	2301	1470
NChap2_final_00010610	A2	262294710	262295333	+	624	501
NChap2_final_00010609	A2	262465650	262466167	+	518	186
NChap2_final_00010607	A2	262504867	262505747	-	881	242
NChap2_final_00010606	A2	262515948	262516421	+	474	188
NChap2_final_00010605	A2	262517433	262520627	-	3195	873
NChap2_final_00012144	A2	262640251	262640858	+	608	0
NChap2_final_00010604	A2	262713377	262714880	+	1504	436
NChap2_final_00010603	A2	262714801	262718242	-	3442	911
NChap2_final_00010602	A2	262727166	262730350	-	3185	971
NChap2_final_00010600	A2	262775893	262777903	+	2011	530
NChap2_final_00010599	A2	262809920	262814883	+	4964	1289
NChap2_final_00010598	A2	262864584	262865481	-	898	221
NChap2_final_00010597	A2	263116571	263120820	+	4250	1300
NChap2_final_00023072	A2	263129149	263130434	+	1286	48
NChap2_final_00010596	A2	263146444	263146915	+	472	145
NChap2_final_00010595	A2	263150187	263151326	+	1140	335
NChap2_final_00010594	A2	263172992	263175275	+	2284	698
NChap2_final_00010593	A2	263175491	263177169	-	1679	543
NChap2_final_00010592	A2	263179045	263180596	-	1552	394
NChap2_final_00010591	A2	263181555	263183014	+	1460	486
NChap2_final_00010590	A2	263209260	263214177	+	4918	1932
NChap2_final_00010589	A2	263217254	263219692	-	2439	934
NChap2_final_00010588	A2	263251599	263257520	-	5922	1575
NChap2_final_00010587	A2	263326298	263330664	+	4367	1131
NChap2_final_00010586	A2	263334284	263335184	+	901	322
NChap2_final_00009847	A2	263347486	263348351	-	866	6
NChap2_final_00010585	A2	263348713	263350178	+	1466	387
NChap2_final_00010584	A2	263381406	263386351	+	4946	1425
NChap2_final_00010583	A2	263417412	263417942	+	531	173
NChap2_final_00010581	A2	263467084	263468642	-	1559	428
NChap2_final_00010579	A2	263511350	263518732	+	7383	1163
NChap2_final_00010578	A2	263556567	263559759	-	3193	848
NChap2_final_00010577	A2	263562188	263564168	-	1981	643
NChap2_final_00010576	A2	263574693	263575626	-	934	285
NChap2_final_00011280	A2	263583225	263585413	-	2189	566
NChap2_final_00003747	A2	263589976	263590763	+	788	21
NChap2_final_00010575	A2	263604966	263607900	-	2935	883
NChap2_final_00010574	A2	263614699	263618020	-	3322	939
NChap2_final_00010573	A2	263627183	263627559	+	377	147
NChap2_final_00010572	A2	263693684	263694032	-	349	24
NChap2_final_00010571	A2	263716827	263720059	+	3233	693
NChap2_final_00017266	A2	263803901	263809662	+	5762	15
NChap2_final_00017267	A2	263805931	263809048	-	3118	0
NChap2_final_00010570	A2	263885920	263886871	+	952	117
NChap2_final_00019506	A2	264363147	264365764	-	2618	185
NChap2_final_00010568	A2	264616425	264619173	+	2749	663
NChap2_final_00010567	A2	264681983	264682822	-	840	17
NChap2_final_00010566	A2	264693485	264693988	-	504	193
NChap2_final_00010565	A2	264694765	264697302	-	2538	694
NChap2_final_00010564	A2	264713343	264720370	-	7028	1862
NChap2_final_00010561	A2	264828371	264834488	+	6118	1783
NChap2_final_00010560	A2	264861953	264865530	+	3578	1068
NChap2_final_00010559	A2	264914562	264915089	-	528	204
NChap2_final_00010558	A2	265054377	265059879	-	5503	1559
NChap2_final_00010556	A2	265250218	265252247	+	2030	68
NChap2_final_00010555	A2	265311617	265315496	-	3880	264
NChap2_final_00010554	A2	265415241	265419496	+	4256	665
NChap2_final_00010553	A2	265450974	265472386	+	21413	2895
NChap2_final_00010552	A2	265472516	265474365	+	1850	326
NChap2_final_00010551	A2	265527032	265532015	+	4984	1292
NChap2_final_00016778	A2	265541444	265542109	-	666	275
NChap2_final_00010550	A2	265593204	265596394	+	3191	810
NChap2_final_00010549	A2	265624979	265625773	-	795	147
NChap2_final_00010548	A2	265644061	265646051	+	1991	536
NChap2_final_00010547	A2	265659972	265660661	+	690	121
NChap2_final_00010546	A2	265789697	265796693	+	6997	1427
NChap2_final_00010545	A2	265800300	265804915	-	4616	109
NChap2_final_00018561	A2	265838246	265841089	+	2844	0
NChap2_final_00010544	A2	265849234	265852869	+	3636	906
NChap2_final_00010542	A2	265950864	265953027	+	2164	691
NChap2_final_00006823	A2	265966665	265969868	+	3204	2
NChap2_final_00010541	A2	265989470	265994253	+	4784	1317
NChap2_final_00010540	A2	266018696	266019803	-	1108	353
NChap2_final_00010538	A2	266183958	266185201	+	1244	393
NChap2_final_00010537	A2	266205961	266206473	+	513	190
NChap2_final_00010536	A2	266212703	266214470	+	1768	457
NChap2_final_00010535	A2	266256036	266259119	+	3084	838
NChap2_final_00010534	A2	266259389	266260992	-	1604	479
NChap2_final_00010533	A2	266305673	266306986	-	1314	376
NChap2_final_00009960	A2	266354594	266356986	+	2393	13
NChap2_final_00010532	A2	266359915	266360846	+	932	304
NChap2_final_00010531	A2	266364057	266365282	-	1226	344
NChap2_final_00010530	A2	266369167	266370357	+	1191	400
NChap2_final_00010529	A2	266411437	266412045	+	609	181
NChap2_final_00010528	A2	266412246	266416824	-	4579	1284
NChap2_final_00010527	A2	266570915	266572262	+	1348	438
NChap2_final_00010526	A2	266580070	266584259	-	4190	1145
NChap2_final_00010525	A2	266586445	266586794	+	350	163
NChap2_final_00010524	A2	266631086	266633142	+	2057	576
NChap2_final_00010523	A2	266633635	266638129	+	4495	1273
NChap2_final_00010522	A2	266658130	266659101	-	972	242
NChap2_final_00026652	A2	266669122	266671313	-	2192	0
NChap2_final_00010521	A2	266702685	266705844	+	3160	804
NChap2_final_00010520	A2	266705635	266711039	-	5405	1319
NChap2_final_00010519	A2	266718677	266720325	-	1649	433
NChap2_final_00016828	A2	266721632	266722019	-	388	9
NChap2_final_00020120	A2	266758905	266765161	-	6257	81
NChap2_final_00010518	A2	266997899	266999775	+	1877	591
NChap2_final_00010517	A2	267004369	267007549	-	3181	800
NChap2_final_00010516	A2	267403196	267405233	-	2038	640
NChap2_final_00003763	A2	267421967	267426170	+	4204	21
NChap2_final_00010515	A2	267433629	267437302	-	3674	844
NChap2_final_00010514	A2	267470465	267472687	+	2223	607
NChap2_final_00010513	A2	267483954	267486505	-	2552	743
NChap2_final_00010512	A2	267487992	267490998	-	3007	859
NChap2_final_00010511	A2	267533423	267535476	-	2054	639
NChap2_final_00010510	A2	267540056	267540472	-	417	156
NChap2_final_00018829	A2	267710554	267715949	+	5396	55
NChap2_final_00010507	A2	267747303	267748296	-	994	30
NChap2_final_00010506	A2	267904951	267905491	-	541	169
NChap2_final_00010505	A2	267997637	267997851	-	215	48
NChap2_final_00010504	A2	268183957	268187509	+	3553	994
NChap2_final_00010503	A2	268187681	268188445	-	765	265
NChap2_final_00010502	A2	268189331	268191192	-	1862	623
NChap2_final_00010501	A2	268199804	268202858	+	3055	766
NChap2_final_00010500	A2	268227281	268231068	-	3788	1145
NChap2_final_00010499	A2	268254208	268255440	+	1233	384
NChap2_final_00009866	A2	268261801	268266638	+	4838	46
NChap2_final_00010498	A2	268268335	268272917	-	4583	1380
NChap2_final_00010497	A2	268379194	268380495	-	1302	148
NChap2_final_00010496	A2	268387546	268389810	+	2265	519
NChap2_final_00010495	A2	268390482	268394158	+	3677	1338
NChap2_final_00010494	A2	268428967	268430664	+	1698	720
NChap2_final_00010493	A2	268438023	268439421	-	1399	370
NChap2_final_00010492	A2	268494525	268497024	+	2500	752
NChap2_final_00010491	A2	268497725	268501315	+	3591	1059
NChap2_final_00010490	A2	268501881	268503781	-	1901	566
NChap2_final_00010489	A2	268528590	268529998	-	1409	489
NChap2_final_00010488	A2	268548037	268549006	+	970	294
NChap2_final_00010487	A2	268575344	268577658	-	2315	597
NChap2_final_00027641	A2	268600753	268602294	+	1542	480
NChap2_final_00010486	A2	268603285	268604714	+	1430	321
NChap2_final_00010485	A2	268605128	268611970	-	6843	1543
NChap2_final_00010484	A2	268691159	268692672	+	1514	528
NChap2_final_00010483	A2	268756328	268758485	-	2158	640
NChap2_final_00010482	A2	268783275	268787414	-	4140	1046
NChap2_final_00010481	A2	268795090	268795809	+	720	291
NChap2_final_00010480	A2	268833642	268838609	-	4968	1388
NChap2_final_00010479	A2	269010159	269012698	+	2540	536
NChap2_final_00010478	A2	269076746	269079981	-	3236	895
NChap2_final_00010476	A2	269162064	269167037	+	4974	1480
NChap2_final_00010475	A2	269177107	269178150	+	1044	336
NChap2_final_00010474	A2	269458693	269460321	+	1629	550
NChap2_final_00010473	A2	269542982	269544140	-	1159	313
NChap2_final_00010472	A2	269544723	269549979	-	5257	1419
NChap2_final_00010471	A2	269553875	269554557	+	683	248
NChap2_final_00010469	A2	269581234	269585278	+	4045	1229
NChap2_final_00027083	A2	269588675	269592798	+	4124	657
NChap2_final_00027084	A2	269602324	269604043	-	1720	237
NChap2_final_00010468	A2	269621851	269623890	-	2040	736
NChap2_final_00010467	A2	269638429	269639877	+	1449	340
NChap2_final_00010466	A2	269639544	269640541	-	998	104
NChap2_final_00019507	A2	269745716	269748640	+	2925	420
NChap2_final_00010464	A2	269752026	269753116	-	1091	143
NChap2_final_00013451	A2	269814484	269815756	+	1273	211
NChap2_final_00010463	A2	269837082	269838488	-	1407	340
NChap2_final_00013244	A2	269905541	269906526	-	986	0
NChap2_final_00010462	A2	269949564	269950078	+	515	54
NChap2_final_00010461	A2	269988941	269990314	-	1374	199
NChap2_final_00010459	A2	270057377	270059047	-	1671	498
NChap2_final_00010458	A2	270107335	270109517	-	2183	537
NChap2_final_00010457	A2	270110317	270110767	-	451	155
NChap2_final_00010456	A2	270180852	270184978	-	4127	1092
NChap2_final_00010455	A2	270207518	270208010	+	493	168
NChap2_final_00010454	A2	270229388	270234610	+	5223	1417
NChap2_final_00010453	A2	270353218	270353479	-	262	97
NChap2_final_00010452	A2	270360616	270362915	+	2300	675
NChap2_final_00010451	A2	270363299	270365360	-	2062	671
NChap2_final_00010450	A2	270368249	270380955	-	12707	3642
NChap2_final_00010449	A2	270420821	270425270	-	4450	1044
NChap2_final_00026799	A2	270476532	270477667	+	1136	203
NChap2_final_00010448	A2	270665796	270668535	-	2740	854
NChap2_final_00010447	A2	270725403	270725773	-	371	115
NChap2_final_00010446	A2	270737602	270739860	+	2259	745
NChap2_final_00010445	A2	270741157	270756281	+	15125	3850
NChap2_final_00010444	A2	270765615	270769153	+	3539	1002
NChap2_final_00010443	A2	270771117	270777496	-	6380	1715
NChap2_final_00023048	A2	270805679	270806625	+	947	137
NChap2_final_00010442	A2	271161987	271164892	+	2906	754
NChap2_final_00010441	A2	271165669	271169643	-	3975	1229
NChap2_final_00015094	A2	271431686	271432215	-	530	6
NChap2_final_00010439	A2	271433676	271434084	+	409	166
NChap2_final_00010438	A2	271445843	271449599	+	3757	1135
NChap2_final_00011415	A2	271477669	271479250	+	1582	526
NChap2_final_00010435	A2	271707637	271709132	+	1496	433
NChap2_final_00012994	A2	271779086	271781980	+	2895	16
NChap2_final_00010433	A2	271786399	271788543	+	2145	635
NChap2_final_00021049	A2	271819894	271820973	+	1080	236
NChap2_final_00010431	A2	271862659	271867192	+	4534	1196
NChap2_final_00010430	A2	271871707	271879274	+	7568	2048
NChap2_final_00010429	A2	271916569	271918610	+	2042	577
NChap2_final_00010428	A2	271925465	271925983	-	519	143
NChap2_final_00010427	A2	271926009	271929225	+	3217	861
NChap2_final_00010426	A2	271947991	271948248	+	258	134
NChap2_final_00010425	A2	272088422	272089614	+	1193	369
NChap2_final_00010424	A2	272167198	272175040	+	7843	1966
NChap2_final_00010423	A2	272175701	272178784	+	3084	803
NChap2_final_00010422	A2	272315207	272317335	+	2129	361
NChap2_final_00010421	A2	272318224	272320606	-	2383	791
NChap2_final_00010420	A2	272326252	272330446	-	4195	1344
NChap2_final_00010417	A2	272759178	272762378	+	3201	894
NChap2_final_00010414	A2	272970030	272970815	-	786	255
NChap2_final_00010411	A2	273175651	273176378	+	728	279
NChap2_final_00010410	A2	273225187	273226047	-	861	293
NChap2_final_00016776	A2	273299185	273301918	+	2734	156
NChap2_final_00023468	A2	273304647	273307181	+	2535	156
NChap2_final_00010408	A2	273323761	273324955	-	1195	425
NChap2_final_00010407	A2	273366230	273367536	-	1307	377
NChap2_final_00001848	A2	273426616	273428410	-	1795	134
NChap2_final_00010406	A2	273608161	273609264	-	1104	189
NChap2_final_00010405	A2	273729151	273729756	+	606	135
NChap2_final_00010403	A2	273869839	273871270	-	1432	231
NChap2_final_00003030	A2	274256032	274258430	+	2399	216
NChap2_final_00023634	A2	274278208	274279000	+	793	69
NChap2_final_00010401	A2	274281956	274285387	+	3432	963
NChap2_final_00010400	A2	274292034	274293052	+	1019	322
NChap2_final_00010399	A2	274321301	274322098	-	798	226
NChap2_final_00001495	A2	274544592	274545559	-	968	140
NChap2_final_00010931	A2	274641588	274646913	-	5326	211
NChap2_final_00010395	A2	275047009	275047551	+	543	188
NChap2_final_00010394	A2	275533084	275534254	-	1171	338
NChap2_final_00010393	A2	275618956	275622800	+	3845	1064
NChap2_final_00010391	A2	275707205	275709126	+	1922	607
NChap2_final_00012634	A2	275766065	275766956	+	892	56
NChap2_final_00012840	A2	275972580	275975148	+	2569	70
NChap2_final_00010389	A2	276021574	276026558	+	4985	1462
NChap2_final_00010388	A2	276116456	276119412	-	2957	999
NChap2_final_00010387	A2	276159451	276161519	+	2069	629
NChap2_final_00010386	A2	276191848	276192753	+	906	151
NChap2_final_00010385	A2	276247545	276249859	-	2315	492
NChap2_final_00017599	A2	276270483	276271531	+	1049	198
NChap2_final_00010384	A2	276278925	276280230	+	1306	341
NChap2_final_00010382	A2	276554225	276560178	+	5954	1463
NChap2_final_00010381	A2	276581815	276596941	+	15127	3522
NChap2_final_00010380	A2	276595917	276597502	-	1586	149
NChap2_final_00010379	A2	276613195	276616213	+	3019	838
NChap2_final_00010378	A2	276616477	276617274	-	798	292
NChap2_final_00010377	A2	276618109	276619614	-	1506	452
NChap2_final_00010376	A2	276621024	276621528	-	505	166
NChap2_final_00010375	A2	276623768	276626219	-	2452	685
NChap2_final_00010374	A2	276628640	276636666	-	8027	2362
NChap2_final_00010373	A2	276700558	276701174	-	617	169
NChap2_final_00010372	A2	276733183	276734914	-	1732	553
NChap2_final_00010371	A2	276742804	276744144	+	1341	401
NChap2_final_00010370	A2	276744064	276751627	-	7564	2023
NChap2_final_00010369	A2	276790579	276794080	+	3502	916
NChap2_final_00010368	A2	276809189	276810720	-	1532	473
NChap2_final_00010365	A2	276853796	276857534	-	3739	900
NChap2_final_00010364	A2	276896939	276898136	+	1198	356
NChap2_final_00010363	A2	276909319	276913048	-	3730	758
NChap2_final_00028692	A2	276920176	276922451	-	2276	0
NChap2_final_00010362	A2	276958431	276959349	+	919	287
NChap2_final_00006493	A2	277062328	277063472	-	1145	470
NChap2_final_00010361	A2	277093373	277098291	+	4919	1426
NChap2_final_00010360	A2	277117057	277120034	+	2978	859
NChap2_final_00010359	A2	277120628	277128900	-	8273	2332
NChap2_final_00010358	A2	277178183	277179445	-	1263	388
NChap2_final_00017963	A2	277236158	277238941	+	2784	46
NChap2_final_00010357	A2	277269189	277271747	-	2559	30
NChap2_final_00018681	A2	277312906	277317775	+	4870	866
NChap2_final_00010356	A2	277358937	277363293	-	4357	1227
NChap2_final_00029017	A2	277369298	277370206	-	909	0
NChap2_final_00010355	A2	277398344	277399228	+	885	2
NChap2_final_00010352	A2	277716548	277717134	+	587	157
NChap2_final_00010351	A2	277772146	277772720	+	575	0
NChap2_final_00010350	A2	277815221	277815795	+	575	0
NChap2_final_00010349	A2	277835924	277839403	-	3480	795
NChap2_final_00010348	A2	277850448	277860834	+	10387	1227
NChap2_final_00010347	A2	277860756	277863342	-	2587	677
NChap2_final_00010346	A2	277878216	277879582	+	1367	462
NChap2_final_00010345	A2	277881274	277881785	-	512	90
NChap2_final_00010344	A2	277933049	277934239	+	1191	360
NChap2_final_00010343	A2	277959295	277970963	-	11669	2938
NChap2_final_00010342	A2	278045097	278053671	+	8575	2220
NChap2_final_00010341	A2	278092902	278095029	+	2128	677
NChap2_final_00010340	A2	278095495	278101122	-	5628	1712
NChap2_final_00010339	A2	278175567	278181747	+	6181	626
NChap2_final_00010338	A2	278215948	278217021	+	1074	331
NChap2_final_00010337	A2	278217374	278222303	-	4930	1428
NChap2_final_00010336	A2	278238092	278241674	-	3583	915
NChap2_final_00013357	A2	278297732	278298950	-	1219	107
NChap2_final_00010335	A2	278334183	278336730	-	2548	666
NChap2_final_00010334	A2	278435458	278440506	-	5049	1074
NChap2_final_00010333	A2	278455733	278456827	-	1095	373
NChap2_final_00009614	A2	278495868	278499853	+	3986	96
NChap2_final_00010332	A2	278553933	278555314	+	1382	390
NChap2_final_00010331	A2	278577630	278580752	+	3123	967
NChap2_final_00010330	A2	278588965	278591758	+	2794	775
NChap2_final_00023063	A2	278749215	278751826	-	2612	472
NChap2_final_00004403	A2	278809774	278810884	-	1111	0
NChap2_final_00028618	A2	278809999	278810849	+	851	0
NChap2_final_00010329	A2	278867136	278868266	+	1131	372
NChap2_final_00010328	A2	278942188	278956629	+	14442	1513
NChap2_final_00010327	A2	278988725	278989988	-	1264	371
NChap2_final_00010322	A2	279224973	279225210	+	238	90
NChap2_final_00010319	A2	279670389	279670681	-	293	103
NChap2_final_00010318	A2	279684938	279685496	+	559	155
NChap2_final_00010317	A2	279708230	279709762	+	1533	514
NChap2_final_00018248	A2	279754598	279755904	+	1307	33
NChap2_final_00010316	A2	279759633	279759914	-	282	86
NChap2_final_00010315	A2	279759948	279761080	-	1133	333
NChap2_final_00010314	A2	279774203	279775096	+	894	288
NChap2_final_00010313	A2	279858469	279872332	+	13864	2016
NChap2_final_00018903	A2	279878057	279878907	+	851	245
NChap2_final_00010312	A2	279897570	279898472	-	903	276
NChap2_final_00012408	A2	279904931	279905644	-	714	241
NChap2_final_00010310	A2	279939583	279944818	+	5236	1472
NChap2_final_00010309	A2	279991191	279996490	+	5300	750
NChap2_final_00010308	A2	280039100	280040069	+	970	104
NChap2_final_00010307	A2	280069578	280070769	+	1192	170
NChap2_final_00010306	A2	280092667	280094708	+	2042	153
